image_name,target
1741/image_1217154670_product_3490286663.jpg,1741
1741/image_1313048203_product_4197277381.jpg,1741
1920/image_1275156926_product_4004089674.jpg,1920
1920/image_1255749257_product_3871040277.jpg,1920
1920/image_1237964793_product_3724660824.jpg,1920
2542/image_955774873_product_220176477.jpg,2542
2766/image_1159762750_product_2719365070.jpg,2766
1481/image_1316614639_product_4209619676.jpg,1481
1481/image_1277377277_product_4017678613.jpg,1481
2060/image_1314514307_product_4202218391.jpg,2060
1680/image_1293825515_product_4120475558.jpg,1680
1560/image_1292397600_product_4108909584.jpg,1560
1481/image_1146051352_product_2510918231.jpg,1481
1840/image_1292050959_product_4105927749.jpg,1840
2542/image_1313107797_product_4197719685.jpg,2542
1741/image_1283124625_product_4058819572.jpg,1741
1680/image_1250843357_product_3835851890.jpg,1680
1741/image_1309346346_product_4180171105.jpg,1741
1500/image_1226396036_product_3598216276.jpg,1500
1920/image_1275206424_product_4003935031.jpg,1920
2060/image_1269035578_product_3953970863.jpg,2060
1560/image_1219868578_product_3532463618.jpg,1560
2060/image_1141447593_product_2432074080.jpg,2060
1920/image_1273083103_product_3992556415.jpg,1920
1481/image_1202653670_product_3256270519.jpg,1481
1920/image_1255719819_product_3871019283.jpg,1920
1481/image_1277729994_product_4020635931.jpg,1481
2060/image_1318366520_product_4217941685.jpg,2060
1680/image_1188605035_product_3069199841.jpg,1680
2766/image_1095131732_product_1632091318.jpg,2766
1680/image_1280543205_product_4044654869.jpg,1680
2542/image_1313108446_product_4197719729.jpg,2542
2582/image_1249767091_product_3821870627.jpg,2582
1481/image_994098936_product_302211889.jpg,1481
1481/image_1068050535_product_1188225081.jpg,1481
1481/image_1136069806_product_2318143949.jpg,1481
2060/image_1269034501_product_3955082288.jpg,2060
1720/image_1287846629_product_4077292292.jpg,1720
1560/image_1316211842_product_4209014301.jpg,1560
1481/image_1220740702_product_3552477132.jpg,1481
2766/image_1279527111_product_4039773892.jpg,2766
1741/image_900514536_product_146209581.jpg,1741
1680/image_1163739262_product_2768604633.jpg,1680
2542/image_1158333638_product_2224503540.jpg,2542
2885/image_1248149370_product_3814108796.jpg,2885
1741/image_1289093871_product_4086386997.jpg,1741
2885/image_1232658367_product_3667229437.jpg,2885
1741/image_1119452041_product_1998922936.jpg,1741
1481/image_1272408851_product_3989516768.jpg,1481
1741/image_1232662672_product_3667201583.jpg,1741
2766/image_1127605644_product_2126561475.jpg,2766
2766/image_1309968680_product_4181802659.jpg,2766
2582/image_1268740324_product_3937036597.jpg,2582
1680/image_1010471766_product_446812503.jpg,1680
2885/image_1266866101_product_3939781284.jpg,2885
1741/image_1053102870_product_1023082726.jpg,1741
1920/image_1284064109_product_4063356359.jpg,1920
1680/image_1075266213_product_1345074835.jpg,1680
1560/image_1310404699_product_4182240378.jpg,1560
2060/image_1281332641_product_4050827250.jpg,2060
2766/image_1178023397_product_2980182973.jpg,2766
1920/image_1275092443_product_4003845268.jpg,1920
2766/image_1190015104_product_3088533862.jpg,2766
2060/image_1281293772_product_4050814395.jpg,2060
1741/image_1282961405_product_4057856693.jpg,1741
1760/image_1212720152_product_3397426657.jpg,1760
1760/image_1316982332_product_4211396242.jpg,1760
1680/image_1307199856_product_4167164491.jpg,1680
2060/image_1314062877_product_4186140036.jpg,2060
2240/image_1237208953_product_3716591842.jpg,2240
1720/image_1283785125_product_4058010529.jpg,1720
2766/image_1176505726_product_2958566355.jpg,2766
2542/image_1315287600_product_4203528591.jpg,2542
1481/image_1156245422_product_2667248518.jpg,1481
2582/image_1247658874_product_3812248190.jpg,2582
1920/image_1260230096_product_3894916023.jpg,1920
2060/image_1243789791_product_3775271719.jpg,2060
1920/image_1259161002_product_3887608953.jpg,1920
1741/image_1211197829_product_3393549957.jpg,1741
1481/image_1306057013_product_4167072449.jpg,1481
2766/image_1307697673_product_4172337643.jpg,2766
2542/image_966362552_product_241977642.jpg,2542
2060/image_932515960_product_188674684.jpg,2060
1500/image_1279561237_product_4040091296.jpg,1500
1741/image_1283835592_product_4063307557.jpg,1741
1840/image_1137932111_product_2356926670.jpg,1840
1680/image_1298304295_product_4138962045.jpg,1680
1920/image_1275130166_product_4003849277.jpg,1920
2542/image_1249515030_product_3819883662.jpg,2542
1560/image_1292439411_product_4108913916.jpg,1560
1840/image_1218257613_product_3507969690.jpg,1840
2060/image_1143157410_product_2461280328.jpg,2060
1680/image_1164451719_product_2785122430.jpg,1680
2766/image_1152304157_product_2603386886.jpg,2766
2240/image_1208679711_product_3361552561.jpg,2240
2725/image_1142012116_product_2445848241.jpg,2725
1560/image_1301528431_product_4151263536.jpg,1560
2766/image_1309819876_product_4181788251.jpg,2766
2582/image_1275409881_product_4005905977.jpg,2582
1920/image_975412855_product_543824962.jpg,1920
1680/image_1278722205_product_4035469585.jpg,1680
2885/image_1309578243_product_4180131794.jpg,2885
2582/image_1243386843_product_3773727465.jpg,2582
1760/image_1298518040_product_4139735566.jpg,1760
1481/image_1297117987_product_4133437625.jpg,1481
2060/image_1311922568_product_4188987254.jpg,2060
1481/image_1278163917_product_4022437452.jpg,1481
1680/image_1134462917_product_2283198143.jpg,1680
2240/image_1235708466_product_3660107699.jpg,2240
1560/image_1254476219_product_3861824936.jpg,1560
2766/image_1249910157_product_3826249090.jpg,2766
1680/image_1116359971_product_1960015178.jpg,1680
1760/image_1311401441_product_4182075029.jpg,1760
2060/image_1269016279_product_3955078394.jpg,2060
1920/image_1275214039_product_4003936896.jpg,1920
2542/image_977863264_product_278795018.jpg,2542
1720/image_1254527680_product_3861753589.jpg,1720
1560/image_1203464674_product_3277811174.jpg,1560
1560/image_1298542593_product_4139983049.jpg,1560
1481/image_1081698072_product_1460178698.jpg,1481
2060/image_1006704811_product_2913170363.jpg,2060
2766/image_1302454043_product_4155412402.jpg,2766
1741/image_1063143515_product_1123168590.jpg,1741
2060/image_1314553533_product_4200682408.jpg,2060
2060/image_1222143172_product_3569016065.jpg,2060
2060/image_1257377415_product_3881216335.jpg,2060
1720/image_1286863090_product_4072203955.jpg,1720
1481/image_1258937613_product_3887572117.jpg,1481
1741/image_1171990418_product_2914521834.jpg,1741
1920/image_1273013092_product_3992381641.jpg,1920
2542/image_1104074732_product_1827734677.jpg,2542
1920/image_1275384000_product_4004157125.jpg,1920
1560/image_1277777023_product_4026079988.jpg,1560
2582/image_1265242463_product_3929960424.jpg,2582
2060/image_1275666742_product_4006933664.jpg,2060
2060/image_1311913493_product_4189057019.jpg,2060
1680/image_1289843538_product_4088183227.jpg,1680
1680/image_1226361772_product_3597723854.jpg,1680
1680/image_1258678602_product_3885510003.jpg,1680
2582/image_1117990815_product_1978505444.jpg,2582
1920/image_1273064718_product_3992552554.jpg,1920
1741/image_1318356384_product_4215346425.jpg,1741
2060/image_1273823853_product_3995247087.jpg,2060
2885/image_1268657125_product_3951504189.jpg,2885
1720/image_1322687806_product_4225062112.jpg,1720
2060/image_1276583965_product_4014158783.jpg,2060
2766/image_1257945803_product_3883625458.jpg,2766
1481/image_1274169026_product_3997788762.jpg,1481
1300/image_1327549702_product_4246294524.jpg,1300
1680/image_1294631242_product_4122844492.jpg,1680
2060/image_1316994629_product_4211482923.jpg,2060
1481/image_1096161325_product_1647232576.jpg,1481
2060/image_1269736936_product_3962161093.jpg,2060
1720/image_1322536124_product_4225049577.jpg,1720
2240/image_1146067424_product_2511264258.jpg,2240
1760/image_1251050829_product_3837443783.jpg,1760
1560/image_1203463444_product_3277808245.jpg,1560
1481/image_1219009146_product_3522674796.jpg,1481
1741/image_1258604837_product_3885996036.jpg,1741
2766/image_1309872994_product_4181791760.jpg,2766
2766/image_1127615653_product_2126574969.jpg,2766
1680/image_1283805606_product_4057996709.jpg,1680
1300/image_1176490360_product_2955940647.jpg,1300
2240/image_1301266691_product_3508406699.jpg,2240
1481/image_1248027845_product_3813793649.jpg,1481
2582/image_1065103647_product_1146452309.jpg,2582
1920/image_1322105175_product_4229651752.jpg,1920
1920/image_1262518066_product_3908847510.jpg,1920
1481/image_1266619042_product_3939166058.jpg,1481
2766/image_1307923426_product_4173147293.jpg,2766
2240/image_1314342945_product_4202284476.jpg,2240
2885/image_1257686935_product_3881767871.jpg,2885
2582/image_1245645533_product_3793573962.jpg,2582
1920/image_1323573775_product_4231861609.jpg,1920
2582/image_1178431132_product_2359240643.jpg,2582
2582/image_1212233006_product_3420137782.jpg,2582
2240/image_1237210143_product_3716592179.jpg,2240
2240/image_1311947979_product_4191013369.jpg,2240
2060/image_1285676077_product_4069735083.jpg,2060
1680/image_1322758824_product_4231271368.jpg,1680
1920/image_1260282490_product_3894930092.jpg,1920
1560/image_1313190935_product_4197493459.jpg,1560
1760/image_1250181887_product_3830612710.jpg,1760
1481/image_1275030367_product_4003608153.jpg,1481
1481/image_1318649964_product_4218550385.jpg,1481
1920/image_1259227176_product_3887613605.jpg,1920
2885/image_1271519058_product_3976420085.jpg,2885
2582/image_1265248545_product_3929961167.jpg,2582
1560/image_1304125994_product_4149003995.jpg,1560
2240/image_1261310578_product_3898736918.jpg,2240
1920/image_1284064665_product_4063356409.jpg,1920
1481/image_1166511991_product_2769700486.jpg,1481
1500/image_1229465174_product_3624754818.jpg,1500
1560/image_1266515691_product_3938621242.jpg,1560
1920/image_1273047553_product_3992390284.jpg,1920
1560/image_1058307077_product_1088061388.jpg,1560
2240/image_1159810906_product_2719733984.jpg,2240
2240/image_1252370520_product_3848738016.jpg,2240
1560/image_1312954615_product_4196997984.jpg,1560
2240/image_1240702996_product_3748067987.jpg,2240
2240/image_1279539153_product_4040147346.jpg,2240
1920/image_1180062163_product_2994212963.jpg,1920
1920/image_1283982931_product_4063340781.jpg,1920
2885/image_1265433301_product_3929944963.jpg,2885
2766/image_1282640895_product_4058251978.jpg,2766
1741/image_1218659193_product_3515132403.jpg,1741
2240/image_1240697798_product_3748067385.jpg,2240
1481/image_1290510582_product_4093283037.jpg,1481
1741/image_1139116194_product_2379979566.jpg,1741
1741/image_1061030769_product_1099802834.jpg,1741
1500/image_1272704994_product_3989584057.jpg,1500
2542/image_1251821193_product_1543861273.jpg,2542
1481/image_1191308076_product_3104799588.jpg,1481
1741/image_1267536867_product_3943345718.jpg,1741
1741/image_1305385001_product_4165495917.jpg,1741
1481/image_1287606883_product_4077228233.jpg,1481
2060/image_1324703829_product_4238138366.jpg,2060
1481/image_1289869274_product_4090158792.jpg,1481
2240/image_1252685127_product_3850526305.jpg,2240
1920/image_1316337627_product_4209053064.jpg,1920
2060/image_1226161584_product_3596043086.jpg,2060
1500/image_1272747654_product_3989586220.jpg,1500
1500/image_1265223702_product_3929869008.jpg,1500
2060/image_1312006497_product_4189049636.jpg,2060
1320/image_1192190433_product_3123068054.jpg,1320
1741/image_1279844880_product_4041988256.jpg,1741
2582/image_1221048749_product_3560416591.jpg,2582
1680/image_1191518043_product_3109575630.jpg,1680
1741/image_1321727624_product_4228851405.jpg,1741
2766/image_1309818852_product_4181788120.jpg,2766
1560/image_1244493476_product_3784881054.jpg,1560
1560/image_1023219545_product_533830276.jpg,1560
1741/image_1294199392_product_4126996683.jpg,1741
1680/image_1136717047_product_2333013063.jpg,1680
1560/image_1309061457_product_4179410287.jpg,1560
2240/image_1269464467_product_3957830154.jpg,2240
1560/image_1244272616_product_3781946937.jpg,1560
1741/image_1213946231_product_3456216187.jpg,1741
2060/image_1303136577_product_4157449305.jpg,2060
1680/image_1298263167_product_4138958705.jpg,1680
2582/image_1236377154_product_3707673885.jpg,2582
1560/image_1128488116_product_2148675727.jpg,1560
2060/image_1289583144_product_4088659697.jpg,2060
1680/image_1220575090_product_3549095115.jpg,1680
2766/image_1313794703_product_4200034927.jpg,2766
1741/image_1167036583_product_2828919176.jpg,1741
2766/image_1321735535_product_4228931806.jpg,2766
2725/image_1133618102_product_2186034626.jpg,2725
1481/image_1314231379_product_4201822465.jpg,1481
2060/image_1275282270_product_4004264775.jpg,2060
2060/image_1266469423_product_3938258449.jpg,2060
1500/image_1272648151_product_3989572466.jpg,1500
1481/image_1305875206_product_4167006045.jpg,1481
2766/image_1302465154_product_4155413062.jpg,2766
1920/image_1255727021_product_3871019989.jpg,1920
2885/image_1260311348_product_3892741825.jpg,2885
1481/image_1011564932_product_452845227.jpg,1481
1300/image_1233919960_product_3682790568.jpg,1300
1500/image_1269782921_product_3962525413.jpg,1500
1481/image_1026045308_product_559221082.jpg,1481
2582/image_1269666577_product_3961472210.jpg,2582
2240/image_1261056172_product_3897326756.jpg,2240
2240/image_1314342129_product_4202284451.jpg,2240
1560/image_1306879597_product_4168958560.jpg,1560
1560/image_1264228858_product_3924752629.jpg,1560
2542/image_1218476531_product_3511766151.jpg,2542
2542/image_1069993734_product_1260245436.jpg,2542
2725/image_996372994_product_307294670.jpg,2725
1481/image_1277394034_product_4022387060.jpg,1481
2240/image_1270237396_product_3969354849.jpg,2240
1741/image_1204412252_product_3289805158.jpg,1741
2240/image_1253145728_product_3855157881.jpg,2240
1064/image_1130431919_product_2183635371.jpg,1064
2060/image_1041650713_product_171553512.jpg,2060
2060/image_1289640789_product_4086148947.jpg,2060
1680/image_1241163761_product_3753182465.jpg,1680
1560/image_1306800543_product_4168955753.jpg,1560
2240/image_1199394570_product_3222367531.jpg,2240
1560/image_1189347378_product_3081166267.jpg,1560
1840/image_1289468531_product_3490953811.jpg,1840
2060/image_1149807699_product_2565040307.jpg,2060
1680/image_1295211525_product_4124752991.jpg,1680
1920/image_1257619156_product_3881987947.jpg,1920
2542/image_1087440856_product_1521563840.jpg,2542
2060/image_1256899557_product_3874927171.jpg,2060
1481/image_1284663691_product_4065794065.jpg,1481
2766/image_1042239768_product_838696895.jpg,2766
2060/image_1252106264_product_3846829551.jpg,2060
1300/image_1152362854_product_2595459838.jpg,1300
1481/image_1301460545_product_4152103957.jpg,1481
2766/image_1208662508_product_3360982557.jpg,2766
2766/image_995013441_product_302906342.jpg,2766
2060/image_1313544714_product_4198468758.jpg,2060
2542/image_940973218_product_205453998.jpg,2542
2582/image_1248869686_product_3817993058.jpg,2582
1760/image_1130294140_product_2094589120.jpg,1760
1741/image_1281630537_product_4050593682.jpg,1741
1560/image_1311610626_product_4188771220.jpg,1560
2766/image_1178023440_product_2980183049.jpg,2766
1064/image_1130454086_product_2183650275.jpg,1064
1741/image_1300116282_product_4145071107.jpg,1741
1920/image_1287504143_product_4076596072.jpg,1920
2542/image_1064811907_product_1134324601.jpg,2542
1741/image_1305785773_product_4166633586.jpg,1741
2766/image_1282661471_product_4058256054.jpg,2766
1320/image_1266056654_product_3931452562.jpg,1320
1741/image_1295855578_product_4127490804.jpg,1741
1840/image_1234398989_product_3684223262.jpg,1840
1064/image_1279050772_product_4038278990.jpg,1064
1064/image_1130418968_product_2183539104.jpg,1064
2060/image_1322168764_product_4228959803.jpg,2060
1481/image_1301919897_product_4153907266.jpg,1481
1920/image_1254928405_product_3866824684.jpg,1920
1741/image_1269609383_product_3960931309.jpg,1741
2766/image_1102208590_product_3583998411.jpg,2766
1560/image_1203464131_product_3277810347.jpg,1560
2542/image_1037749663_product_739154578.jpg,2542
2766/image_1034655316_product_679924197.jpg,2766
2542/image_1092150710_product_1543864630.jpg,2542
1741/image_1298379309_product_4139498472.jpg,1741
1560/image_1251228400_product_3838168105.jpg,1560
2060/image_1267291035_product_3942317328.jpg,2060
2582/image_1190247466_product_2701124022.jpg,2582
2766/image_1286420157_product_4074596918.jpg,2766
2060/image_1287365833_product_4077195950.jpg,2060
1481/image_1280667207_product_4044206075.jpg,1481
1760/image_1148646149_product_2544690522.jpg,1760
1680/image_1176005677_product_2952416397.jpg,1680
1680/image_1295163568_product_4124748884.jpg,1680
2885/image_1268521723_product_3951488648.jpg,2885
1741/image_1119972779_product_2007909351.jpg,1741
1741/image_1281618885_product_4050589879.jpg,1741
1560/image_1167371756_product_2833658950.jpg,1560
2060/image_1255539545_product_3868448474.jpg,2060
1481/image_1159726636_product_2718606532.jpg,1481
1481/image_1259241354_product_3887336869.jpg,1481
2060/image_1316726120_product_4200958362.jpg,2060
1920/image_1279066275_product_4037577276.jpg,1920
1481/image_1043886254_product_854143295.jpg,1481
1481/image_1254821641_product_3866497060.jpg,1481
1741/image_1301890215_product_4153844919.jpg,1741
1680/image_1294879818_product_4124529178.jpg,1680
1741/image_1282881548_product_4057645480.jpg,1741
1680/image_1293233893_product_4116615924.jpg,1680
1741/image_1261874942_product_3901376232.jpg,1741
1560/image_1301523496_product_4151263393.jpg,1560
1741/image_1219040092_product_3523084793.jpg,1741
1320/image_1192186025_product_3123034612.jpg,1320
2885/image_1201811449_product_3249426607.jpg,2885
1320/image_1192192038_product_3123116392.jpg,1320
1920/image_1258583934_product_3885511445.jpg,1920
1680/image_1307105500_product_4167147213.jpg,1680
1760/image_1133479225_product_2252159391.jpg,1760
2766/image_1240430634_product_3747505263.jpg,2766
2766/image_1277224875_product_4173402467.jpg,2766
2582/image_1169856051_product_2886108245.jpg,2582
2766/image_1229758752_product_3952124986.jpg,2766
1680/image_1258438145_product_3885110225.jpg,1680
1064/image_1130393904_product_2183497260.jpg,1064
1741/image_1266161401_product_3937295829.jpg,1741
1560/image_1253252707_product_3855496302.jpg,1560
2240/image_1261408888_product_3898952137.jpg,2240
1481/image_1165492993_product_2804313813.jpg,1481
2240/image_1261437638_product_3898954094.jpg,2240
1741/image_1283194354_product_4058837762.jpg,1741
1481/image_973085681_product_267713971.jpg,1481
2542/image_1203240331_product_3272211309.jpg,2542
1920/image_1276363888_product_4012754097.jpg,1920
2060/image_1275524291_product_4006886700.jpg,2060
1741/image_1303835476_product_4159869499.jpg,1741
2240/image_1317548321_product_4213580907.jpg,2240
2200/image_994953565_product_302738254.jpg,2200
2582/image_1245646046_product_3793574438.jpg,2582
1920/image_1287506189_product_4076596244.jpg,1920
2542/image_1219213939_product_3525280679.jpg,2542
2542/image_1285512954_product_4069415275.jpg,2542
1064/image_1118674147_product_1987736027.jpg,1064
1560/image_1306015343_product_4167105040.jpg,1560
